"Month","x"
"05/2005",1
"05/2009",6
"05/2010",42
"05/2011",12
"05/2012",1
"05/2013",9
"05/2014",39
"06/2010",7
"06/2013",23
"07/2004",1
"07/2005",16
"07/2009",3
"07/2010",3
"07/2014",5
"08/2010",8
"08/2012",2
"08/2013",5
"08/2014",2
"09/2013",1
"10/2014",1
