"Month","x"
"04/2011",4
"04/2014",26
"05/2008",2
"05/2009",18
"05/2010",21
"05/2011",3
"05/2012",2
"05/2013",1
"05/2014",83
"06/2006",9
"06/2010",23
"06/2012",1
"06/2013",5
"07/2005",1
"07/2006",2
"07/2007",3
"07/2009",26
"07/2010",12
"07/2011",1
"07/2012",16
"07/2013",102
"07/2014",14
"08/2006",8
"08/2009",47
"08/2010",17
"08/2011",1
"08/2012",1
"08/2013",30
"09/2010",1
"09/2014",36
"10/2014",3
