"lon","lat","num"
4.975502259,50.80905558,"1"
4.975502259,50.80905558,"1"
2.556005716,51.07896653,"3"
2.556692362,51.079162,"1"
2.557893991,51.07955968,"2"
2.55818367,51.07985625,"3"
4.458560944,50.98096569,"1"
2.555458546,51.07862951,"1"
2.556349039,51.07883172,"1"
3.63776207,50.72659479,"1"
3.880405426,50.78298531,"4"
3.878173828,50.78385358,"16"
3.882465363,50.78472183,"6"
4.458518028,50.98104674,"1"
4.45654124,50.98533743,"1"
2.557829618,51.07964056,"2"
3.643169403,50.74058337,"1"
3.62411499,50.74492848,"3"
3.376107216,50.7807603,"1"
4.48431015,50.99968579,"1"
2.810629021,50.77047253,"1"
2.78512001,50.86729477,"1"
2.782459259,50.86789063,"1"
2.78254509,50.86772812,"1"
3.642010689,50.85209779,"1"
3.641624451,50.8553218,"1"
3.878817558,50.78344658,"3"
3.935337067,50.83879298,"1"
3.935723305,50.83875233,"1"
4.826753139,50.97862852,"8"
4.916188717,50.77597074,"3"
4.630587101,50.84098135,"1"
4.095668793,50.88730605,"3"
4.095239605,50.88803691,"3"
4.707169533,50.98350536,"6"
4.257910252,50.71750677,"4"
4.758410454,50.85689309,"3"
4.75641489,50.85717754,"1"
4.753346443,50.85793607,"1"
4.747960567,50.84807423,"9"
4.643214941,50.87112709,"1"
4.642544389,50.8713776,"2"
4.641970396,50.87211559,"1"
4.64538753,50.874211,"1"
4.646111727,50.87343243,"2"
2.593910694,51.06839641,"1"
4.571471214,50.8315835,"1"
4.651122093,50.87876372,"1"
4.645521641,50.86157955,"1"
4.561901093,50.81393453,"2"
4.238061905,50.71358031,"34"
4.258317947,50.71722147,"7"
4.95929718,51.01123014,"1"
4.959039688,51.0103661,"3"
4.963030815,51.01148664,"3"
4.18132782,50.76626801,"1"
3.643083572,50.85591782,"13"
3.642482758,50.85442777,"18"
3.642096519,50.85310024,"3"
3.652396202,50.85618873,"6"
3.650979996,50.85667637,"7"
3.638706207,50.84657039,"22"
3.641667366,50.84239731,"2"
4.160921574,50.77827739,"2"
3.880577087,50.78293104,"11"
4.187936783,50.75975315,"10"
3.857917786,50.77670345,"6"
3.894524574,50.74342132,"1"
3.942332268,50.74988414,"1"
3.896970749,50.74628625,"2"
4.094552994,50.88749556,"1"
4.187421799,50.75953598,"30"
4.22252655,50.70980299,"2"
2.792544365,50.74414096,"3"
2.791879177,50.74323122,"4"
4.979553223,50.99589105,"2"
4.951980114,51.00362874,"1"
2.809581757,50.7719949,"15"
2.801856995,50.77264625,"10"
3.767623901,50.76531617,"4"
4.82656002,50.97877713,"12"
4.197077751,50.75435057,"21"
4.199910164,50.75209704,"7"
4.200854301,50.753346,"9"
4.203042984,50.75266722,"1"
4.16077137,50.7783995,"2"
4.104101658,50.78169645,"5"
4.134678841,50.7862141,"1"
4.125409126,50.78246977,"13"
5.053796768,50.99568848,"4"
3.878731728,50.78339231,"5"
4.188601971,50.77260554,"1"
4.194030762,50.77179135,"16"
4.228942394,50.70897411,"1"
4.23248291,50.70838981,"2"
4.23312664,50.70737066,"2"
4.087193012,50.77013577,"5"
4.095990658,50.73033002,"1"
4.107985497,50.77225273,"2"
4.123821259,50.72560321,"3"
4.206905365,50.7513911,"10"
4.882907867,50.97284589,"24"
4.646970034,50.87874341,"4"
4.648997784,50.87862833,"7"
4.652066231,50.87887541,"1"
4.648590088,50.87853355,"7"
4.188773632,50.79268458,"14"
4.571406841,50.99702185,"1"
4.572823048,50.99718841,"5"
4.573091269,50.99671575,"3"
4.573123455,50.99652668,"2"
4.574561119,50.99497271,"2"
4.582242966,50.99464948,"2"
4.58589077,50.99527072,"1"
2.81775713,50.74957188,"1"
2.819666862,50.74961261,"3"
4.192700386,50.76094761,"7"
4.664983749,50.89129238,"4"
4.664763808,50.89150556,"7"
4.619482756,50.80801933,"1"
4.61769104,50.80784757,"2"
4.647163153,50.87862833,"4"
4.651894569,50.87882126,"2"
4.652119875,50.87897019,"2"
4.618645906,50.80028319,"3"
4.649223089,50.87399774,"1"
4.541355371,51.01357331,"2"
4.557942152,51.00201829,"1"
4.554809332,51.00313589,"2"
4.437747002,50.95274972,"1"
4.440354109,50.95318904,"4"
4.439967871,50.95297952,"4"
4.439463615,50.95264158,"1"
4.441115856,50.95215495,"2"
3.866522312,50.84585232,"1"
3.866522312,50.84585232,"2"
4.594516754,50.79966952,"3"
3.866586685,50.81190081,"4"
3.787965775,50.8143955,"3"
4.885568619,50.97241352,"3"
4.851536751,50.9723865,"18"
4.885504246,50.97395384,"6"
4.708403349,50.85801057,"1"
