"lon","lat","num"
5.463209152,50.94755871,"1"
5.160312653,51.2871514,"3"
3.510389328,50.98015512,"1"
3.758482933,50.99668784,"2"
3.758461475,50.99675536,"1"
4.92565155,51.17977342,"1"
5.640106201,50.87281971,"1"
5.552129745,50.89133976,"1"
4.310631752,51.07165938,"1"
5.527238846,50.99387877,"3"
5.526809692,50.97923647,"1"
5.548868179,50.99820034,"1"
5.791338302,50.75958119,"1"
5.403556824,51.1054621,"1"
4.877474083,50.93317653,"1"
4.795446396,51.33372203,"2"
4.902133942,51.18776643,"1"
4.828362465,51.02346806,"1"
4.829306602,51.02055263,"1"
5.636672974,51.19744513,"1"
4.851064682,51.20721321,"1"
4.92067337,51.08674696,"3"
4.825744629,51.03314344,"2"
4.79531765,51.24561112,"2"
4.793558121,51.24660509,"1"
3.88718605,50.8085382,"1"
4.850721359,51.20712896,"1"
5.667314529,51.17638356,"4"
5.415709207,51.25958914,"1"
3.646688461,50.85494252,"1"
4.839735031,51.06553775,"2"
5.460891724,51.1668314,"1"
4.491519928,51.27167552,"1"
5.477285385,51.17140592,"1"
4.062023163,50.91369479,"1"
2.99703598,51.25071505,"1"
5.658817291,50.93025116,"10"
2.994060197,51.24861555,"3"
3.075485229,51.29922781,"1"
3.689646721,50.90452132,"1"
5.027275085,50.95810234,"6"
4.390411377,50.98934069,"1"
5.55826664,50.90495433,"4"
4.807548523,51.25197752,"1"
4.643770695,50.81029502,"1"
3.843562603,50.8349851,"2"
3.845150471,50.83760051,"1"
3.83731842,50.83259994,"2"
3.835301399,50.82724643,"8"
4.806218147,51.22682915,"1"
2.992315292,51.24488578,"5"
4.671013355,51.2465245,"2"
4.77751667,50.99611167,"1"
4.855179016,50.80118596,"1"
3.882980347,50.80593473,"2"
5.557966232,51.06178886,"1"
2.836944513,51.17853995,"1"
3.911647797,51.17638356,"2"
4.635028839,51.16965689,"1"
3.003816605,51.11204366,"2"
2.56251812,51.06038632,"12"
2.700156723,51.12225874,"19"
2.700156723,51.12225874,"5"
5.667527651,50.80880074,"1"
3.642711466,50.87925517,"1"
5.502493481,51.06659362,"2"
5.511834249,51.05415151,"1"
5.512595383,51.05669721,"1"
5.009132624,50.88273228,"1"
5.348796844,51.07169174,"1"
3.836717606,50.78298531,"1"
3.236503601,51.32850664,"1"
4.750696421,51.41874015,"1"
4.738368988,51.42606595,"1"
4.487185478,51.27040375,"1"
4.973094463,51.0728881,"1"
4.910330772,51.11394933,"1"
4.605503082,51.20414085,"1"
3.69160359,50.9043553,"1"
5.619509044,51.20131543,"2"
5.409049988,51.25455606,"1"
5.319228172,50.8881453,"1"
3.329071999,50.87719317,"3"
5.518226624,51.24273655,"1"
4.844498634,51.20672566,"1"
4.850635529,51.20720066,"1"
5.656843185,50.92665723,"1"
5.410052652,50.99285112,"1"
5.657014847,50.92787087,"10"
5.440292358,51.15956505,"1"
4.850463867,51.20676509,"2"
5.638132095,51.20190367,"3"
3.96525979,50.86463024,"1"
5.54646492,51.05520734,"1"
5.539684296,51.05321112,"3"
4.294785261,51.13043435,"1"
3.624039888,50.74426317,"1"
3.49691391,50.78890007,"1"
5.552215576,50.90507882,"1"
5.412615157,50.9627518,"1"
5.436344147,51.22473284,"1"
3.701877594,50.80392778,"1"
3.704967499,50.80343959,"4"
3.702735901,50.80495839,"5"
5.578565598,50.94023083,"1"
3.941473961,50.77668988,"1"
5.232067108,51.10201287,"1"
3.585920334,50.89047348,"1"
5.551614761,51.06081787,"1"
4.808170795,51.25244758,"1"
3.640937805,50.85375046,"1"
5.436515808,51.22457158,"1"
5.436258316,51.22457158,"5"
4.67318058,51.24708863,"1"
5.691540241,51.17258984,"1"
3.535065651,50.79451568,"1"
2.939625978,51.2327682,"1"
3.851909637,50.75166262,"1"
3.331432343,51.33940598,"1"
4.244670868,51.33039712,"1"
3.597593308,50.89556259,"1"
5.56101054,51.06173997,"1"
5.610985608,50.87831033,"1"
3.851566315,50.75185268,"3"
4.820895195,51.42428645,"5"
5.636836691,50.85629955,"1"
5.720868895,50.92838907,"1"
4.986663343,51.01413565,"1"
4.988036634,51.01385216,"1"
3.639307022,50.88083514,"1"
3.36289542,51.29429167,"7"
4.720473289,51.33296456,"1"
4.969972372,51.3950755,"2"
4.754207848,51.26352078,"1"
4.758113145,51.26768293,"1"
5.45522302,51.20904408,"5"
5.455287393,51.21721659,"6"
5.425461229,51.15677565,"2"
5.455223068,51.20901835,"1"
5.425244873,51.15672165,"1"
5.688487595,51.17833028,"1"
5.614298535,50.97621011,"1"
3.974938417,51.01711195,"1"
3.258326054,51.16005624,"1"
3.610852784,50.82596207,"1"
5.02889121,51.34982598,"7"
4.736810273,51.09948479,"1"
4.741611281,51.08904576,"2"
3.647589684,50.8331217,"1"
3.256995675,51.15864562,"1"
2.653090251,51.10445684,"2"
2.653090251,51.10445684,"3"
5.27008833,51.17609333,"1"
3.644628525,50.86111905,"1"
5.553603643,50.90470867,"1"
4.608596029,50.76543998,"1"
5.453099581,51.20901138,"16"
5.453826738,51.2088504,"28"
3.256995675,51.15864562,"1"
3.75915885,50.96720106,"2"
3.705106974,50.80373793,"1"
5.647344272,51.06576774,"1"
5.454041315,51.20887728,"30"
4.853304611,51.18262932,"10"
4.294441519,51.13039249,"4"
5.235908028,51.09604621,"1"
4.852461902,51.18683211,"2"
5.46073,51.16998,"1"
5.462635,51.17191833,"2"
5.46186833,51.173065,"1"
5.437576645,50.94362918,"5"
5.546724124,51.05766667,"1"
5.573412103,51.06615594,"2"
5.430839764,51.16745392,"1"
5.454101993,51.20892981,"3"
5.454101993,51.20892981,"1"
5.563808562,50.89793209,"12"
5.656108073,50.93257489,"2"
5.560246588,50.89814862,"37"
5.552865149,50.90680917,"4"
4.71276054,50.85676219,"2"
4.712685438,50.85655901,"1"
3.704978228,50.80339891,"1"
2.933144759,51.23895631,"3"
5.501715001,51.18206904,"2"
4.870736736,51.19192154,"5"
5.240349079,51.07776452,"1"
4.71273599,50.85678624,"2"
5.55797599,51.06188621,"2"
5.453998399,51.20899155,"1"
3.59037667,50.73397,"1"
3.128661914,51.27833703,"2"
5.619509044,51.20131543,"1"
5.688796563,51.07205218,"2"
3.701163226,50.96705452,"1"
3.378311125,50.97648135,"1"
5.873070341,50.7612633,"1"
4.283096194,51.37248027,"1"
5.579481464,50.93273778,"1"
3.350851536,51.36188691,"1"
3.518997431,50.97085116,"1"
4.32263669,51.12662295,"1"
5.457214598,51.1432763,"1"
4.309525767,51.13009635,"1"
4.577768567,50.75922073,"1"
5.454088008,51.20892761,"4"
3.705085516,50.80356164,"2"
5.63944439,51.20047137,"2"
5.454038399,51.20890604,"5"
4.853304611,51.18262932,"1"
5.47040527,51.15940807,"1"
5.454048838,51.20897536,"16"
5.454048838,51.20897536,"1"
5.397400584,51.1743874,"1"
5.263438,51.03998,"1"
5.698707,51.063326,"1"
5.459412039,51.22888733,"1"
5.470907129,51.17045974,"1"
5.470907129,51.17045974,"2"
5.486957468,51.17851802,"1"
4.854460359,51.18274927,"1"
4.85472858,51.1834681,"3"
4.853304611,51.18262932,"1"
5.697658581,51.06637559,"3"
5.692174,51.16084,"1"
5.693829,51.157918,"1"
5.497018,51.279618,"1"
5.61776384,50.98812829,"4"
3.94044966,50.77630884,"3"
4.804387657,51.03665242,"1"
5.548070593,51.06002009,"5"
5.564714969,51.02544477,"3"
5.37888,51.082445,"1"
5.845682091,50.74095413,"1"
5.562049033,50.89944781,"20"
5.559347,51.098879,"1"
4.81646672,51.18570305,"1"
5.524908814,51.01986677,"3"
5.564339,50.898048,"1"
5.65889757,50.93019472,"25"
5.739344282,51.12579981,"1"
5.739515943,51.12262146,"1"
5.4542844,51.20904189,"1"
5.650784883,51.02756335,"5"
5.572210474,51.06622336,"5"
5.398333503,51.1712879,"1"
5.886763,50.75791,"1"
5.65672815,50.90389331,"2"
3.21566862,51.27789911,"1"
5.461691059,51.17318747,"1"
3.179639451,50.79837716,"1"
5.902587963,50.73487283,"1"
3.767114282,50.8422381,"1"
5.671922768,50.99117697,"1"
3.641023636,50.85215198,"1"
3.597979546,50.89575207,"1"
3.598322868,50.89577914,"1"
3.835556951,50.83204359,"1"
3.843096,50.838376,"1"
4.810853004,50.99397331,"1"
3.836849928,50.83263698,"1"
4.731740738,50.90199901,"1"
5.659976006,50.92941266,"2"
5.836532414,50.74340944,"1"
5.447899394,50.95031479,"1"
5.228562354,51.07124051,"1"
5.659189448,50.93087326,"1"
3.23890686,51.17429167,"1"
5.703281164,51.00210606,"38"
3.968006372,51.15350216,"1"
4.981098175,51.0420415,"1"
5.562515259,50.89837761,"15"
5.453209877,51.20933004,"1"
5.453209877,51.20933004,"1"
5.453209877,51.20933004,"18"
4.850878715,51.18271649,"10"
4.854526519,51.18297922,"20"
5.697934628,51.17684093,"3"
5.696073,51.069901,"1"
5.452809334,51.20991098,"6"
5.614818335,51.20408707,"2"
5.075957453,50.97611935,"3"
4.476145506,50.99090408,"2"
3.517856598,50.78542727,"2"
5.696326647,51.0580095,"1"
5.696326647,51.0580095,"1"
5.55770874,51.06141125,"1"
3.503630161,50.78495924,"1"
4.81733254,51.18629393,"1"
5.559167862,51.0622204,"1"
3.83495092,50.83096775,"1"
5.673751831,51.17600689,"2"
3.785133362,51.22699041,"2"
5.007555485,50.88389472,"1"
5.452827216,51.20962589,"35"
4.870977402,51.1893498,"1"
5.565884113,50.89839791,"4"
4.878212,51.226265,"2"
3.518157005,50.78542727,"2"
4.119637343,50.87319595,"2"
3.844251037,50.83477663,"1"
3.835008144,50.83098446,"1"
5.574681759,50.89044641,"24"
5.693701982,51.17792349,"1"
4.881002828,50.92823924,"1"
5.081405636,50.96991918,"6"
4.851093292,51.18267367,"1"
4.764897,51.241481,"1"
3.860464096,50.83356351,"1"
5.382238626,51.04669921,"1"
2.74871189,51.16069162,"1"
3.519530037,50.78730521,"1"
5.355590448,51.09806274,"1"
5.798621,50.761689,"1"
5.800676,50.760864,"1"
5.800785,50.760919,"1"
5.800857,50.761029,"1"
5.801146,50.760778,"1"
5.784733,50.760237,"1"
5.239963531,51.19031809,"1"
2.748783662,51.16055748,"1"
5.454411507,51.20895364,"1"
5.437186633,50.9970953,"1"
4.800091,51.001475,"1"
4.800020568,51.00135592,"1"
5.062196449,50.84521455,"1"
4.766235351,51.00290049,"1"
5.537652968,51.01153705,"1"
4.743164,51.016318,"1"
4.425601959,51.27104456,"1"
5.544605253,50.99703716,"1"
5.640234947,51.05246926,"2"
4.314624723,51.35154236,"4"
5.374464853,51.23229202,"1"
5.435643196,51.17022825,"1"
5.45448303,50.99632771,"1"
4.290761948,51.24370372,"10"
3.533005714,50.76759801,"1"
3.637153,50.754032,"1"
5.222196579,51.08090771,"1"
3.231953553,51.15361261,"1"
5.543746947,51.13588138,"1"
4.77512598,51.03420226,"1"
4.937002659,51.18345895,"1"
2.747354507,51.14772115,"1"
2.994060197,51.24861555,"10"
3.187868076,50.84006651,"1"
5.428902023,51.02204276,"1"
4.312133789,51.28403785,"1"
3.239443302,51.18135057,"1"
